id,lang,sentence
6747943,ita,"Di che nazionalità sono le nostre nonne? ""Inglese."""
2285370,ita,Non ti ho detto così?
3348398,ita,Il circo continua la sua opera.
2946201,ita,Sa cos'è la vivisezione?
7607678,ita,Non andiamo a fare amicizie in Nigeria?
3106288,ita,Di recente mi sono trasferita in un altro appartamento.
7607119,ita,Vado a fare amicizie in Somalia?
6917013,ita,Io non riesco a mangiare altro.
4236050,ita,Ha del lavoro da fare.
1829943,ita,"Lo voglio provare, ma non lo prometto."
908610,ita,Mi sono strappato la giacca su un chiodo.
927088,ita,È un genio.
5638811,ita,C'era del sangue sulla camicia di Tom.
6542264,ita,Io non ho guardato la TV ieri.
3679484,ita,Sarà un bravo dottore.
5985685,ita,Le chiederò di aspettare.
2846439,ita,Era disinteressato.
6603302,ita,Li vedrete?
4098946,ita,La sua reputazione era a rischio.
6754995,ita,"Di che nazionalità erano le sue pazienti? ""Ghanese."""
7605489,ita,Non andiamo a fare carriera in Etiopia.
3950907,ita,Ecco l'acqua calda!
6849818,ita,Chiudi il cassetto.
6696902,ita,Ha visitato l'insegnante.
1922750,ita,Sei una prude.
7571649,ita,Penso che andranno in vacanza in Germania.
3001206,ita,Non ho alcun amico con cui parlare.
2828035,ita,La chiamerò ogni sera.
3102571,ita,Non chiamare dolce quel che dà luogo ad amarezza.
3338454,ita,Siete in ritardo di trenta minuti.
5006579,ita,Lui detesta i film dell'orrore.
4153771,ita,Voi siete un po' troppo anziani per me.
3858225,ita,Non le incollo.
1185163,ita,Il ragazzo disegnò un'immagine sul muro.
7599428,ita,Non andiamo a insegnare qualcosa in Lituania.
6721155,ita,Non hai il passaporto boliviano?
6198773,ita,Dissi loro che stavo arrivando.
1117956,ita,Vai avanti da solo.
2385570,ita,"L'automobile si è rotta, quindi siamo dovute andare a piedi."
1222437,ita,Volano parole davvero pesanti!
1574234,ita,La incontrai mentre tornavo a casa.
7712884,ita,Il mendicante risultò essere un ladro.
7623805,ita,Vai a costruire grattacieli in Pakistan.
7599534,ita,Non vanno a insegnare qualcosa in Egitto.
2993151,ita,Mi ha frainteso.
6209638,ita,Li ha interrogati?
2693174,ita,Non è durata tanto.
5571609,ita,Ci vediamo per il fine settimana!
3533233,ita,Possiamo fidarci di loro?
753280,ita,Il cibo era ottimo in Italia.
1113994,ita,Mi venderete la vostra casa?
6950103,ita,Mi assumono?
5617601,ita,Io voglio solamente morire.
6612670,ita,La mia amica è slovacca.
4720266,ita,Certo che sì!
5603902,ita,Qualcuno mi ha graffiato la macchina.
5845101,ita,Tom vi sta usando.
1523923,ita,Ha fatto tutto ciò che poteva per proteggere suo figlio.
4423486,ita,Perché non le chiama a comparire?
5631544,ita,Io ho quasi vinto.
2878556,ita,"Quando ci si taglia, bisogna disinfettarsi."
2700329,ita,Voglio mostrarti una cosa nel mio ufficio.
1910226,ita,Il Medioevo veniva travisato.
7612042,ita,Non vai a costruire edifici in Cina.
2900202,ita,È già passato un mese.
1543089,ita,Ha un futuro brillante.
4994236,ita,Facciamo un mutuo.
6611791,ita,Ho lasciato il mio ombrello in macchina.
7595013,ita,Andate a lavorare in Finlandia.
6762036,ita,"Dove vanno in vacanza? ""In Islanda."""
3713267,ita,Oggi sto meglio.
7640888,ita,Vai a costruire mattatoi a Cipro.
3573844,ita,Dove ha imparato a guidare?
1007661,ita,Sono arrivata alla stazione.
2669153,ita,Quante borse della spesa hai?
6580601,ita,Tom e Mary hanno detto che non erano malati.
2863933,ita,I compagni si adeguano al mercato.
6892011,ita,Lui ha fatto una buona impressione.
5598586,ita,Adesso mi sento stanca.
1346373,ita,Mi farai perdere la testa!
7648768,ita,Non andiamo a costruire palestre negli Stati Uniti?
3225535,ita,"Avanti, non essere un codardo!"
5945924,ita,Qualcuno lo deve fermare.
7102277,ita,"Dove vorreste andare in vacanza? ""In Oceania."""
758783,ita,È ammirevole che non abbia detto assolutamente nulla.
3354502,ita,"In ogni caso, chiederò per sicurezza."
4246441,ita,Non è proprio andata così?
6745530,ita,"Di che nazionalità sono i tuoi parenti? ""Tedesca."""
6201627,ita,Tom fuma.
3805817,ita,Deve venire a casa.
3787121,ita,Mia sorella solitamente va al parco ogni fine settimana.
5689936,ita,Ho incontrato Tom ieri.
5289154,ita,Io voglio sentire la vostra opinione.
5631102,ita,Che marchio di shampoo utilizzate?
859449,ita,Non può essere ammalato.
7647555,ita,Vai a costruire palestre in Estonia.
7652236,ita,Vado a costruire templi in Arabia Saudita.
4405916,ita,Lui gioca molto bene a scacchi.
5409525,ita,Andiamo tutti a casa ora.
1999823,ita,Ci saremo.
1904104,ita,Mi sa di parte questa stupida osservazione!
2535693,ita,Non voglio ciò.
3343443,ita,Io non le ingoio.
978858,ita,OK. Sono d'accordo.
2502936,ita,C'ho messo un po' a capire l'ultima parte.
4134645,ita,Non mi ha visto nessuno.
4233148,ita,Fanno le vittime?
3612414,ita,Il dottore di vostra madre vuole parlare con voi.
2844197,ita,Ho sempre avuto voglia di leggere quel libro.
1819293,ita,Potreste aiutare?
3751070,ita,Ha molti fazzoletti.
4403834,ita,Non penso che potrei vivere senza di te.
7607272,ita,Va a fare amicizie in Uganda?
418174,ita,È tornato di recente dalla Francia.
5556810,ita,Sono sicuro che Tom sia molto fiero di lei.
7647945,ita,Non vai a costruire palestre in Bangladesh.
5719282,ita,Le ho scritto.
4589618,ita,Tu fumavi una sigaretta elettronica?
5167605,ita,Io ero pronto a farla.
1999661,ita,Mi racconti cos'ha fatto alle Hawaii.
5216889,ita,Forse non ti rivedrò mai più.
4178778,ita,Io sono venuto qui per salvarla.
5727871,ita,A Tom piace molto la pallacanestro.
2480572,ita,Tom odia i righelli.
934975,ita,I dizionari bilingue sono permessi.
5980275,ita,Sembra preoccupata.
5710535,ita,L'ho vinta in astuzia.
3802525,ita,Tom mi ha detto che non vi piacevo.
1540850,ita,So che è ricca.
4421411,ita,Dove avete messo il mio ombrello?
3328600,ita,L'ho portato fuori a fare due passi.
5549543,ita,Io mangio cereali per colazione.
5597810,ita,Adorava la sua scuola.
3628920,ita,Questa è troppo lunga.
5119453,ita,Pensa di avere sempre ragione.
3398623,ita,Tom ascoltò attentamente.
7424322,ita,Per lavoro vanno in Estonia?
7116543,ita,Tom era un testimone collaborativo.
1724893,ita,Tu stai imponendo le cose.
3570674,ita,Tu non te lo meriti?
2998033,ita,Sono ufficialmente un rottame.
6667891,ita,Forse dovrebbe chiamarla.
5890968,ita,Ho preso l'ultimo autobus.
4203617,ita,Mary ha trovato un lavoro.
1288911,ita,L’ho fatto solo per accontentarti.
3747813,ita,Chiamami in ufficio domattina.
3319176,ita,Io sono una fotografa freelance.
5395762,ita,Avete visto la sedia a rotelle del nonno?
5134608,ita,Non c'è acqua corrente qui.
7595128,ita,Non vado a lavorare in Ucraina.
3841413,ita,Loro sono stati costretti a ritirarsi.
672893,ita,Le macchine sono arrivate là una dopo l'altra.
4583440,ita,Significa che la comprerete?
7641862,ita,Non vado a costruire mattatoi in Spagna?
2797746,ita,"Benvenuto in Colombia, Dave."
1899886,ita,L'abbiamo fatto piangere.
2428984,ita,Ho dormito come un cane.
5717771,ita,Seguilo e basta.
6762100,ita,"Dove andranno in vacanza? ""In Giappone."""
1993821,ita,Quali sono le caratteristiche generali della casa?
2436801,ita,Mangia gli spaghetti arrotolandoli con la forchetta?
1964988,ita,Ti ringrazio del consiglio bibliografico.
4118211,ita,Abbiamo deciso di assumerlo.
3812150,ita,Ha aperto la scatola.
350403,ita,Avremo poca neve questo inverno.
2566885,ita,La Grecia ha una grande storia.
1082632,ita,Arrivano a Roma.
5255315,ita,Ne sono piuttosto sicuro.
3556816,ita,Non l'ho capito.
3673274,ita,È un sistema draconiano?
1765016,ita,Edison ha inventato la lampadina elettrica.
3525637,ita,Quello che avete detto non ha senso.
6013849,ita,Lui ha comprato una macchina fotografica digitale.
5073284,ita,Abbiamo conosciuto Mary.
7647962,ita,Non va a costruire palestre in Libano.
4739687,ita,Come vorrebbe cambiarlo?
4939393,ita,Perché non tornate a Boston?
3591995,ita,Quando siete arrivati a Londra?
4485409,ita,Io ho bisogno della mia intimità.
6815615,ita,Il signor Young è vecchio.
5884794,ita,Lo stavamo osservando tutti.
7671750,ita,Volete prenotare un viaggio per la Cambogia.
2993653,ita,Qualcuno mi risponda.
7642602,ita,Non vado a costruire allevamenti in Lettonia.
4225474,ita,È bravino.
2562678,ita,Non partirò mai.
5981296,ita,Non capisco il significato di questa parola.
2023276,ita,Il film ha perso tanto senza di lei!
5023882,ita,Noi parliamo continuamente.
350633,ita,Dobbiamo sempre tenere i nostri denti puliti.
3007881,ita,Non so dove metterlo.
2137215,ita,Ho difficoltà con la grammatica tedesca.
3118066,ita,Avviene solo su richiesta di uno Stato membro.
4525026,ita,Che ne pensa della lingua giapponese?
7625242,ita,Vai a costruire stadi in Svezia.
4182734,ita,Ho avuto un principio di ictus!
2365484,ita,Siete qui per arrestarmi?
5345643,ita,Io vado a nuotare ogni giorno.
6205762,ita,Lo dobbiamo avvertire.
6854394,ita,Dimentichiamo semplicemente che tutto questo sia successo.
7009770,ita,Fadil pensava che il farmaco fosse veleno.
6987477,ita,Perché non vuole andare all'estero?
4538997,ita,Le piace il rock and roll?
1688511,ita,Continuavo a provare di nuovo.
6757429,ita,"Di che nazionalità erano le nostre professoresse? ""Giapponese."""
4228163,ita,È impossibile vivere su quell'isola.
7134280,ita,Come va? Com'è andata la giornata?
7631337,ita,Non andiamo a costruire università in Cina.
3384477,ita,"Tu hai il desiderio di essere ricca, vero?"
6752612,ita,"Di che nazionalità erano le loro insegnanti? ""Inglese."""
6901330,ita,Non pensavo che Tom fosse sveglio.
1470280,ita,Fammi vedere la bambola che hai comprato ieri.
4610676,ita,C'è la possibilità di partecipare a degli incontri di orientamento sul lavoro?
3808988,ita,Tom si fece una doccia.
6320607,ita,È già spaventata?
5073116,ita,Quanto tempo conta di rimanere in questo paese?
6806976,ita,Lui è canadese.
3480891,ita,Non vedo l'ora di fare un aperitivo da voi!
2585071,ita,Noi abbiamo bisogno del tuo sostegno.
2019406,ita,Ma cosa cazzo ci fai ancora lì a commentare?
7218880,ita,Tom deve mancare a sua moglie.
1578327,ita,È potente.
5867745,ita,Ho ricevuto un'e-mail da Tom stamattina.
7424377,ita,Per lavoro andiamo in Giappone?
3928506,ita,Tom sembrava sempre occupato.
6080206,ita,Una di noi dovrebbe parlare con lui.
3864184,ita,Non hanno bisogno di suggerimenti.
6332918,ita,Perché non hai provato a chiamarli?
7623731,ita,Vado a costruire grattacieli in Lettonia.
3379724,ita,"Scusatemi, cosa state facendo?"
1670836,ita,L'inglese è più difficile del giapponese?
3180085,ita,Vive nel terrore che lo becchino.
2862953,ita,Lascerò questo con lei.
5168972,ita,Bisogna vedere se nel web c'è qualcosa di più chiaro.
3013498,ita,È diventata una dottoressa.
4346831,ita,Non posso incolparvi.
5982377,ita,Di notte c'è stata di nuovo neve.
5134035,ita,Come lo avete visto?
3423488,ita,"Scusa, ma non mi piace Rossini."
5956012,ita,Vi devo trecento dollari.
7642902,ita,Non vanno a costruire allevamenti in Estonia.
4817655,ita,Compra due bottiglie di olio d'oliva quando andrai al supermercato.
3682416,ita,Starete davvero otto settimane ad Amburgo?
6536739,ita,Ho lavorato ieri sera.
7014909,ita,Io sono venuta lunedì.
2553531,ita,Sono diligente.
6754921,ita,"Di che nazionalità erano i tuoi studenti? ""Uruguaiana."""
7671774,ita,Volete prenotare un viaggio per il Libano.
5708851,ita,"Non sapendo che fare, gli ho chiesto aiuto."
6374676,ita,Abbiamo discusso di molte cose.
3240677,ita,La tiferò per sempre.
7478252,ita,Perché avete ancora queste?
6303535,ita,Le ho detto che era impegnata.
4960345,ita,Io immagino che Tom sia malato.
2687007,ita,Questa è sorprendente.
6748355,ita,"Di che nazionalità sono le loro zie? ""Russa."""
6753602,ita,"Di che nazionalità erano i loro amici? ""Ghanese."""
2188852,ita,Avete due libri?
3808256,ita,Lui si è concentrato.
5030822,ita,Noi li aspetteremo.
702455,ita,Il treno è in ritardo di 30 minuti.
3875134,ita,Lo hanno eliminato fisicamente?
4632594,ita,Viene da un paese straniero.
6617720,ita,Il Giappone commercia molto con gli Stati Uniti.
5364632,ita,I compiti di Alessia sono molto difficili.
1885780,ita,È già il mio idolo!
6624280,ita,Tom era imbecille.
350999,ita,Si sveglia presto tutte le mattine perché deve cucinare.
2977749,ita,Come mi è mancato!
3569458,ita,La mia camera è tre volte più grande della vostra.
5778375,ita,Spinse la macchina.
6276873,ita,Perché li vuoi incontrare?
6444606,ita,Vorrei non aver mai baciato Tom.
6753646,ita,"Di che nazionalità erano i tuoi amici? ""Statunitense."""
3892679,ita,Dove li avete riparati?
3407123,ita,Non ho alcuna scelta.
2191634,ita,Sono veloci.
2988963,ita,La scatola di cioccolatini è finita.
1285222,ita,Cuba si trova in America Centrale.
5041037,ita,Le piace leggere Tatoeba?
4504060,ita,Ho appena mangiato sushi e bevuto birra.
6750066,ita,"Di che nazionalità sono i vostri nonni? ""Ungherese."""
3343900,ita,Io non ho mai problemi a dormire.
5665611,ita,"Siamo andati nel bosco, e lì i funghi, una miriade!"
5205715,ita,Ho visto qualcosa di terribile.
6757142,ita,"Di che nazionalità sono i nostri professori? ""Malese."""
6141967,ita,Trovammo qualcosa.
6974844,ita,"Visto che la partita è terminata col punteggio di 0-0, il suo risultato si è deciso con la serie dei rigori."
2611594,ita,Darò quella a Tom.
2187610,ita,"Non solo è illegale, è anche pericoloso."
7618307,ita,Va a costruire strade in Argentina?
3022780,ita,Non sono più arrabbiata.
4471088,ita,Gli uomini non piangono mai.
7104145,ita,Sto leggendo un giornale in italiano.
3173801,ita,Potresti benissimo prendere uno spigolo in testa o cadere dalle scale.
2970457,ita,Date a Tom un po' di spazio.
7102214,ita,"Dove vorreste andare per lavoro? ""In Oceania."""
6747516,ita,"Di che nazionalità sono le sue madri? ""Albanese."""
7042592,ita,A tutti piace questo insegnante.
1710494,ita,Prendiamo in prestito dizionari di tedesco da Pfirsichbaeumchen.
5959829,ita,"Se non per me, fallo per lei."
5383221,ita,Voi siete così fortunati.
5438623,ita,Vi manco.
5637439,ita,Il lavoro procede col contagocce.
7140769,ita,Non sapevo che Voi foste argentina.
1218269,ita,Il prezzo indicato in questa inserzione include la sola montatura.
7602482,ita,Vado a cercare qualcuno in Germania?
3220012,ita,La società è privata.
4841834,ita,È proprio il modo in cui gli piace.
7565745,ita,Lunedì si fa informatica?
3193777,ita,Hai mai capito cos'è la politica?
5723754,ita,"Non l'ho detto a nessuno, neppure a Tom."
7662490,ita,Andate a costruire negozi in Albania.
2902652,ita,Io voglio suonare.
5061510,ita,La bauxite è un tipo di roccia?
6925008,ita,Non fare la cresta sui prezzi!
2904837,ita,Tu quanto guadagni?
5907137,ita,Ritieni che il gioco valga la candela?
6812677,ita,Tom avrebbe dovuto gestire la situazione differentemente.
7624201,ita,Non va a costruire grattacieli in Somalia.
7717083,ita,Tom e Mary stavano parlando in francese?
2433473,ita,Mi guardai attorno.
3630627,ita,Non ho tempo di spiegare questo in dettaglio.
4503672,ita,Dovreste andare a trovare Tom.
7717512,ita,Può avere la giornata libera.
3547966,ita,Non avevo idea che lei non sapesse nuotare.
6751397,ita,"Di che nazionalità erano le loro sorelle? ""Bosniaca."""
7611684,ita,Vai a costruire edifici in Estonia.
7568220,ita,"Dove andrà fra un mese? ""In Canada."""
6767882,ita,Eravate fortunate.
381155,ita,Pensavo che le domande fossero facili.
5708945,ita,Lui perse i suoi genitori all'età di sette anni.
7597959,ita,Vanno a imparare qualcosa in Marocco.
5472807,ita,Lui non ci lascerà soli.
7631374,ita,Non andate a costruire università in Germania.
6708608,ita,Farò come vuole.
5672482,ita,Posso mangiare questa arancia?
7596241,ita,Vado a insegnare in Uganda.
3395840,ita,Si sta preoccupando per la tua sicurezza.
3433198,ita,Benvenuti a casa.
6920637,ita,Ho sentito che stai avendo dei problemi con Tom.
3322425,ita,Lo so che Tom era deluso.
3805516,ita,L'uso della macchina fotocopiatrice è riservato a docenti e personale interno.
2458322,ita,Sono pericoloso.
3359058,ita,Il manuale riguardava la programmazione in PHP.
2096029,ita,"Per piacere, mi lasci da sola."
5585233,ita,Puoi restare per qualche giorno?
1852993,ita,Ti licenzio.
2969945,ita,Tom e Mary si mentono a vicenda in continuazione.
4989983,ita,Lo so che sarete felici qui.
3139747,ita,Tom mi ha chiesto di guardare in quella materia.
4247523,ita,Tom non è il nostro uomo.
6843006,ita,Lui è in ritardo sui tempi.
6728362,ita,Tom disse che voleva essere suo amico.
7449761,ita,Devi credermi. Sono innocente!
6727248,ita,Non sono di nazionalità ucraina.
3036386,ita,Voi state sorridendo.
6750664,ita,"Di che nazionalità erano i vostri nonni? ""Tedesca."""
6612859,ita,La mia migliore amica non era sudafricana?
7681487,ita,Lo zoo è aperto lunedì?
3372508,ita,Ci sei cascato anche tu!
5352314,ita,Tom l'ha lasciato.
1115442,ita,La mia febbre non se ne andrà.
6762112,ita,"Dove andranno in vacanza? ""In Ucraina."""
5049939,ita,Tom come l'ha presa?
4205798,ita,Risolse un caso.
7476968,ita,Tom e Mary stanno cercando un nuovo appartamento.
7630453,ita,Non vado a costruire cimiteri in Paraguay?
4504815,ita,Tom aveva qualche buon suggerimento.
7625292,ita,Va a costruire stadi in Giappone.
5579058,ita,Adesso sono le una di notte.
823778,ita,Cammina il più veloce possibile.
4376379,ita,È un calciatore.
3113828,ita,"Cercando come avremmo fatto, non riuscimmo a trovarla."
6723794,ita,Non avete mai visitato l'Argentina.
7622682,ita,Andiamo a costruire fattorie in Danimarca?
2557085,ita,"Fatti una vita, Tom."
4618984,ita,Io faccio un po' fatica.
4605641,ita,Voi non sembrate molto ottimiste.
7139333,ita,Quella cravatta non sta bene con la tua camicia.
992711,ita,Quel puledro corre leggiadro sul verde prato erboso.
998788,ita,Soffro di gengivite.
2347456,ita,Chieda a Tom qualsiasi cosa.
4053618,ita,"Sono piuttosto occupato in questo momento, Tom."
3025078,ita,Vengono rifornite le parti occidentali tramite un ponte aereo.
5603649,ita,Cosa ti piace e cosa odi?
6544966,ita,Vorreste uscire a giocare?
903231,ita,New York è tra le città più grandi del mondo.
2400378,ita,Qual è il tuo film di Johnny Depp preferito?
2723450,ita,Non è potuto venire perché è ammalato.
2181497,ita,Ma quando smetterà di sparare cazzate?
4552915,ita,Dimmi se ti è arrivata.
5281027,ita,Siamo tornate.
3146449,ita,Ognuno per sé e Dio per tutti.
2052990,ita,Hanno trovato qualcosa?
3401493,ita,Ovviamente c'è nuvolo.
3658679,ita,Volevo proteggervi.
3592021,ita,Io sto cercando dei libri sulla storia romana.
7671266,ita,Vorrei prenotare un viaggio per Londra.
5512188,ita,La sfera della nostra influenza si è allargata fortemente da allora.
2020088,ita,La mia automobile ha bisogno di essere lavata.
1576659,ita,Perché non va a casa?
3021280,ita,"Lui, ""lei"" e ""loro"" hanno anche la funzione di soggetto."
3698552,ita,Ecco un altro interessato!
3168896,ita,Cremona è una città molto bella.
2840274,ita,È un panda.
2515165,ita,Lui è appassionato di questo genere musicale.
7292088,ita,Come sa che non è una trappola?
6322519,ita,Le volevo mostrare il tuo libro.
5994726,ita,Vorreste vederla?
1559323,ita,Approvò il matrimonio.
2848333,ita,Andate a cagare!
3398802,ita,Ci son rimasta male.
3874550,ita,Forza! Siamo tutti con te!
2347476,ita,L'uomo alto se n'è andato di fretta.
3549256,ita,Penso che Tom stia nascondendo qualcosa a Mary.
6581917,ita,Tom e Mary giurano di essere innocenti.
7627072,ita,Va a costruire case a Cipro?
1432958,ita,Per me non è facile giocare a golf.
6564325,ita,Avete comprato delle banane.
5965922,ita,Guardate quel gatto.
5184747,ita,Andrai con loro?
6467964,ita,Dove vivono i tuoi genitori?
2377753,ita,Io vivo in città.
1309894,ita,Adesso sto suonando il pianoforte.
6832129,ita,Questo è tutto ciò che posso fare al momento.
7611658,ita,Vai a costruire edifici in Inghilterra.
5443862,ita,Sono monogamo.
5837818,ita,Ti insegnerò il francese.
2722861,ita,Il giovane è stato arrestato per essere stato coinvolto in una rivolta.
3282264,ita,Cos'hanno pensato?
7119395,ita,"Tom è ancora molto impegnato, vero?"
4363286,ita,Ho la sensazione che stia per succedere qualcosa di grosso.
3561467,ita,Ci sono un casino di serpenti?
1534926,ita,Non parlare mai male degli altri.
2215888,ita,Tom ucciderà Mary.
2828038,ita,Vi chiamerò ogni notte.
7639045,ita,Non vai a costruire autostrade in Estonia?
4432508,ita,Gli ha consigliato di smettere di bere.
6480995,ita,Tom vi ha detto di non fare questo?
6762647,ita,"Dove vanno per lavoro? ""In Turchia."""
634413,ita,Potrei vedere la sua patente?
3647088,ita,Aspetterò che voi finiate.
6160146,ita,Di cosa vi state occupando qui?
2834912,ita,Vietato nuotare.
3886113,ita,Dovremmo provare più duramente.
3441946,ita,Bisogna parlare solo di politica?
3233067,ita,Tutto ciò succederà di nuovo?
6007651,ita,Chiedigli di venire domani.
7649393,ita,Vai a costruire moschee in Olanda.
1264585,ita,Il gatto non si affeziona molto al padrone; ama rimanere libero.
7495156,ita,Tom parla raramente di sé.
2762297,ita,Abbiamo ricevuto delle istruzioni su come fare una cesta di bambù.
968197,ita,C'è una scrivania all'angolo della stanza.
3294182,ita,L'autocrate si diletta con il fuoco e con la forca.
5767925,ita,Pensi di essere figo perché fumi?
7623140,ita,Non vanno a costruire fattorie in Islanda?
6750294,ita,"Di che nazionalità erano le sue nonne? ""Svedese."""
1267737,ita,Tom ha alzato le mani.
5819976,ita,Non devi lasciarlo vivo.
5717996,ita,Stai qui con loro.
3106284,ita,"In generale, i giapponesi sono dei lavoratori molto diligenti."
3610844,ita,Ogni bambino ha la sua bellezza!
7587804,ita,Voglio apprendere l'arabo.
3154306,ita,Tom è un po' sorpreso.
3243221,ita,Non ci sarà una cucina che ci prepara da mangiare.
3902849,ita,Ma sono siamesi?
6081493,ita,Vogliamo tutte che sia felice.
4567044,ita,Saltalo.
7660653,ita,Non andate a costruire arene in Francia?
6977526,ita,Pensavo che sarei stata al sicuro qua.
6696852,ita,In quante scuole sei andato?
3486544,ita,Sei mai stata in Canada?
6758674,ita,"Di che nazionalità erano le vostre cugine? ""Russa."""
5340790,ita,Tom abbracciò Mary saldamente.
6607483,ita,Queste frasi sono inutili a fini didattici.
3653468,ita,Siamo messi male tutti e due.
5709573,ita,Volevo vedere se era vero.
7047725,ita,Amo conoscere nuove persone.
2189088,ita,Lei l'ha incontrato per la prima volta a Boston.
5649801,ita,Quindi non è qualcosa che ti piace?
7221395,ita,Avete presentato un reclamo?
3307885,ita,Infatti che pretendiamo?
5781918,ita,Sto studiando il serbo.
4420739,ita,Noi dobbiamo andare ad aiutare Tom.
5784519,ita,È capitato qualcosa a lui?
6757610,ita,"Di che nazionalità erano i suoi professori? ""Estone."""
740366,ita,È la legge: allacciate sempre la cintura di sicurezza in macchina e in aereo.
7573950,ita,Penso che andrete per soldi a Malta.
5651348,ita,Nessuno disse niente.
5416707,ita,La prossima volta porterò con me il libro di grammatica.
2728612,ita,Lei ha chiamato il suo cane Rex.
1992546,ita,È un bravo cantante.
1347678,ita,Chi si occuperà del vostro cane?
1738761,ita,Ma avevate dubbi?
2414793,ita,Non avete risposto alla mia domanda.
1463090,ita,Ha capito dove andare quando si sente un po' giù.
3379511,ita,Lui disse 'Arrivederci a tutti' e si alzò.
6612281,ita,Il mio migliore amico è norvegese.
6743960,ita,"Di che nazionalità sei? ""Maltese."""
2816712,ita,Non sarò in grado far visita per un po'.
4525551,ita,Io lavoro per loro.
4488751,ita,Ti posso dare questo?
4542233,ita,San Francisco è una città di grande bellezza.
7653392,ita,Non va a costruire templi in Spagna?
630433,ita,Non ho molta voglia di incontrarlo.
5766355,ita,Ho reso felice Tom.
2598761,ita,Non sono un avvocato.
7370617,ita,Amo le spiagge in Australia.
1635176,ita,Voi come fate?
2132755,ita,Ha il faccino impaurito.
7415481,ita,Io non sono ingenua. Sono soltanto ottimista.
3682403,ita,Ad Amburgo il Natale si festeggia così!
7596276,ita,Vai a insegnare in Cina.
2134632,ita,Il Fondo Centrale di Singapore fornisce pensioni.
2805289,ita,Usale con saggezza.
5097477,ita,Tom e Mary lavorano molto bene assieme.
1083415,ita,Non vuole parlare per paura di sbagliare.
5908146,ita,Leila è stata manipolata e lei non lo ha capito.
5653499,ita,"Buon giorno, vorrei prenotare una camera."
1131756,ita,È vietato fare urinare i cani.
1002956,ita,Alcune persone sembrano concordare con lei.
7631920,ita,Non vai a costruire università in Etiopia?
4631575,ita,Tu non hai sonno?
716656,ita,Mi sono guardata intorno.
7597001,ita,Vai a insegnare in Estonia?
6750145,ita,"Di che nazionalità sono i nostri nonni? ""Libica."""
6923215,ita,Il paziente si trova in terapia intensiva.
4236960,ita,Hai lavato i piatti.
6988134,ita,Non vogliono andare in Grecia.
6725790,ita,Non abbiamo visitato il Liechtenstein.
1827103,ita,La benzina è un liquido infiammabile.
3480146,ita,Ho accompagnato mia figlia a scuola.
2156900,ita,"Io avrei potuto uccidervi, però non l'ho fatto."
7626562,ita,Non vado a costruire case in Estonia.
2190739,ita,Tom è stomachevole.
1135805,ita,"Quando non c'era Facebook, cosa facevo per cazzeggiare?"
5917637,ita,Abbiamo tutte giocato bene.
1899906,ita,"Anche se Marcel lavora duramente, guadagna solo 30.000 dollari canadesi all'anno."
4236703,ita,Tom farà i letti.
3836696,ita,Tom è ordinato.
5867484,ita,Noi non rivedremo mai più Tom.
3401340,ita,Il nostro insegnante vive in fondo alla strada.
2929109,ita,Siete orribili.
6877752,ita,Speriamo che potrai aiutarci.
5716178,ita,"Quel che puoi far oggi, non differirlo a domani."
1308618,ita,Mi chiese di aiutarlo.
6092348,ita,Non è da sola adesso?
3353228,ita,Io verrò sicuramente domani.
3778411,ita,"Anche se ripetitive, ci stanno sempre bene!"
3807222,ita,Lui non ha alcun rimorso.
7573093,ita,Penso che non andremo per salute negli Stati Uniti.
994689,ita,Fammi capire con chiarezza quello che intendi dire.
4240191,ita,Io manco lo vedo il ragno!
3290849,ita,Sei laureato in economia?
5005706,ita,Voi avete chiamato?
5336738,ita,Questo è stupefacente.
6105026,ita,Non volete fare questo?
6056006,ita,Di cosa aveva paura Tom?
6929922,ita,Sai dove Tom ha nascosto la chiave?
6880591,ita,Sam insegnava yoga.
4836194,ita,Abbuia.
6722913,ita,Il quaderno non è bianco?
5627785,ita,Le hanno rubato la giovinezza.
6753052,ita,"Di che nazionalità erano le sue amiche? ""Francese."""
938059,ita,Aveva i capelli lunghi l'anno scorso.
963592,ita,La riunione fu cancellata.
5017093,ita,"È tutto a posto, non ti preoccupare."
2477429,ita,Tu sai chi è?
7573679,ita,Penso che non andrete per soldi in Nigeria.
2448670,ita,Cosa volete fare con esso?
761673,ita,Non vogliamo più aspettare.
5815619,ita,A me piace veramente la tua compagnia.
2732405,ita,Voglio diventare un cittadino.
7034068,ita,Sii forte.
6864470,ita,Il pericoloso predatore è scappato.
3459950,ita,Oggi può mangiare quanto le pare.
3964315,ita,Tom sbuccia le patate.
4485479,ita,Tom ha fatto meglio di quanto mi aspettassi.
5394353,ita,E' necessario per voi limitare il consumo di zucchero e sale.
7572283,ita,Penso che andranno per lavoro in Etiopia.
3256506,ita,Domani farà bello.
4608847,ita,Loro se ne andavano.
5573748,ita,"Se avessi saputo che saresti stata qui, non sarei venuta."
7596902,ita,Non vanno a insegnare in Brasile.
6320357,ita,Layla era insensibile.
2750275,ita,Era un musicista cattivo.
3585016,ita,Probabilmente era quello che ha influenzato la loro decisione.
5199819,ita,"Ehi, tutti, ascoltate!"
2752888,ita,Gli ho fatto scrivere la lettera per me.
4911740,ita,Quanto costa un biglietto per il concerto?
5393109,ita,Lui è incantato dalla sua bellezza.
