sentence,lang,predicted
I'll talk the matter over with my father.,eng,spa
El señor Bush es presidente.,spa,spa
"Ese tipo de templo influenció todo el Medio Este, principalmente Egipto.",spa,eng
Debes dejar tu habitación ordenada.,spa,spa
I'll do what the boss tells me.,eng,eng
"I've tried it for a few days, and I'm pretty sure you won't love it.",eng,eng
Singapore has one big problem.,eng,eng
Quiero un abogado.,spa,spa
Ni pensar en salir en esta lluvia.,spa,eng
¿Le haces esa pregunta a todo nuevo empleado?,spa,eng
I never forgot that.,eng,spa
"Take a left, and it's the first building on your right.",eng,spa
I wonder whether Mary really meant what she said.,eng,spa
Can you show me your record collection?,eng,eng
La mayoría de los jóvenes tienen celulares.,spa,spa
No tiene nada que ver con la vida real.,spa,spa
I'd be happy to talk about this later.,eng,spa
Los empleados trabajan en la oficina.,spa,spa
Ella tiene tres hermanas: una es enfermera y los otras dos son maestras.,spa,spa
Are you wealthy yet?,eng,eng
No soy un pingüino.,spa,eng
Who told you to do that?,eng,eng
¿Por qué preguntas?,spa,spa
I'd be happy to get it for you.,eng,spa
That was positive.,eng,eng
Mi abuelo vino a América impulsado por la fiebre de oro.,spa,eng
Tom and I want to get married.,eng,spa
¿Cómo superó la dificultad?,spa,spa
Él me dio algo de dinero.,spa,spa
They say they're planning to go.,eng,eng
Los cocodrilos tienen dientes afilados.,spa,spa
Henry dijo que no podía esperar más.,spa,spa
Esto es el colmo del colmo.,spa,eng
"Quien más lentamente promete, más fielmente mantiene.",spa,spa
¿Qué piensan?,spa,spa
La caballería cargó sobre el enemigo.,spa,eng
"Doctor, me duele mi estómago.",spa,eng
Why weren't Tom and Mary able to do that?,eng,eng
Yo engañé a mi esposo.,spa,eng
¿De verdad te olvidaste de eso?,spa,eng
What are you doing at school this afternoon?,eng,eng
Tom does that more than Mary does.,eng,spa
I'm a member of Alcoholics Anonymous.,eng,spa
This is from us.,eng,spa
Hace mucho calor durante el verano.,spa,spa
Ojalá no estuviera siempre tan ocupado.,spa,spa
Dionisio es hermano de Apolo.,spa,eng
> means greater than.,eng,spa
Have you ever tried not being rude to people?,eng,eng
I didn't realize I'd been doing that the wrong way.,eng,spa
Tom and Mary adopted a girl from China.,eng,spa
No está fácil.,spa,eng
Ella dice que vendrá.,spa,spa
Tom no tuvo el coraje de apretar el gatillo.,spa,eng
I didn't know Tom and Mary were born in Boston.,eng,spa
Oportunidades como ésta no se presentan todos los días.,spa,spa
Tom said that he thought he'd have to do that tomorrow.,eng,spa
Tom wasn't quite finished yet.,eng,spa
"This morning when I left the asylum I felt so ashamed because I had to wear this horrid old wincey dress. All the orphans had to wear them, you know.",eng,spa
¡Mira fuera! Parece que ya no llueve.,spa,eng
¿Qué tipo de inhalador usas?,spa,spa
¡No esperen a que los demás piensen en su lugar!,spa,spa
He keeps an aardvark as a pet.,eng,eng
Kayak esquimotaje en las aguas bravas es un técnico avanzado.,spa,spa
"Colón, Ericson y Magallanes entraron una vez en un bar. Sólo Colón salió de él.",spa,spa
Tom quiere construir la casa de sus sueños.,spa,spa
Alchemists tried to transmute base metals into gold and silver.,eng,spa
¿Hay algo que le quieras preguntar a Tom?,spa,eng
No me arrepiento de ello.,spa,eng
Tom and Mary played on their college teams.,eng,spa
Algunas personas obtienen relajación de la lectura.,spa,spa
I know what those are used for.,eng,spa
She said she wasn't having much fun.,eng,spa
I almost never get scared.,eng,spa
I don't understand how this could have happened.,eng,spa
The next day Jesus decided to leave for Galilee.,eng,eng
¿Encendemos un fuego?,spa,eng
Las casas grandes son costosas para vivir.,spa,spa
The chameleon can take on the colors of its background.,eng,spa
Todavía estaba lloviendo.,spa,spa
"Sami, such a beautiful name.",eng,spa
The soap irritated my eyes.,eng,spa
Tom said that Mary knew that John might not want to do that this afternoon.,eng,spa
No estoy asegurada.,spa,spa
Mientras sigamos orientados únicamente a la producción y el consumo nunca saldremos victoriosos de nuestros problemas.,spa,spa
Pienso que deberíamos esperar otra media hora.,spa,spa
A tall woman came along.,eng,spa
Do you feel like answering to my question?,eng,eng
¿Esto es una flor?,spa,spa
Oí hablar a Tom y a Mary.,spa,spa
"It's grammatically correct, but a native would never say that.",eng,spa
Was the door closed?,eng,spa
This paper is pathetic.,eng,eng
I knew that Tom wouldn't be willing to do that.,eng,spa
Oramos para que nuestro padre nos perdonara.,spa,spa
"One way or round trip? ""One way, please.""",eng,spa
Él siempre llega a casa a las 6:00 p. m.,spa,eng
Mary said she doesn't think she can win.,eng,spa
Él pudo reducir los impuestos.,spa,spa
It matters to us.,eng,spa
Tom se armó con una pistola y un cuchillo.,spa,eng
They won't let anyone into their houses.,eng,spa
"La estructura de cada ser viviente determina su comunicar, por lo cual, no podemos prejuzgar a un ser viviente que no sea humano, como un ser viviente carente de comunicación o lenguaje. Dado que, nosotros no tenemos acceso a lo que acaece internamente en él.",spa,spa
Tom said there wasn't time to do that.,eng,spa
You have to get closer.,eng,spa
Tom said that he was really mad.,eng,spa
Así que lanzó la alabarda sin esperanza de acertar al hombre que corría.,spa,spa
Tom thought Mary was probably still somewhere in Australia.,eng,spa
"Foreigners are interesting, aren't they?",eng,spa
"Tom! Where are you? ""I'm here!"" ""But where is here?""",eng,spa
Christians believe that God is the creator of the world.,eng,spa
Tom told me he didn't smoke.,eng,spa
¿Vos sos el que está a cargo acá?,spa,eng
"I didn't get the job, even though I was qualified.",eng,spa
"La autofecundación es muy frecuente entre los vegetales, pero no es muy común entre los animales.",spa,spa
Lucy made her parents happy.,eng,spa
Cuban cigars are among the best in the world.,eng,spa
¿Debería cancelar la llamada?,spa,spa
How much did Tom tell you?,eng,spa
I thought you were used to living in a trailer.,eng,spa
Él entró a la sala después de que tú te fuiste.,spa,spa
La compañía aceptó su solicitud.,spa,spa
Tom and Mary will probably tell John they'll never do that.,eng,spa
I won't do that unless you help me.,eng,eng
¿Hirió Tom a Mary?,spa,spa
Tom and Mary had to walk school when they were kids.,eng,spa
We spent hours looking for it.,eng,eng
Pudiste haber escrito.,spa,eng
What he says sounds very sensible to me.,eng,eng
Mary said she isn't ready to go.,eng,eng
I knew that Tom very well.,eng,spa
You should've done that somewhere else.,eng,spa
You seem to be in love.,eng,eng
¿Tom ha comprado eso para Mary?,spa,spa
Esta es una oportunidad única de conseguir el autógrafo de Sammy.,spa,spa
¿Sería posible hacer una pausa para comer? Tengo un hambre de lobo.,spa,eng
Everyone wondered who it could be.,eng,spa
No juegues conmigo.,spa,eng
Come over here and join us.,eng,spa
She acts mysterious.,eng,spa
You must not insist on going out alone so late at night.,eng,spa
The public school system is coming apart at the seams.,eng,spa
The cake that Tom made didn't taste good.,eng,spa
Los niños son muy curiosos y hacen muchas preguntas.,spa,spa
Me gusta mucho jugar al ajedrez.,spa,spa
Can't you do that on your own?,eng,spa
"Si es condenado, tendrá que pagar una multa.",spa,spa
Did Tom hit you?,eng,spa
Don't leave without us.,eng,spa
He showed me the way to the station.,eng,spa
Él decidió darle de comer a su perro el conejo al que le había disparado antes aquel día.,spa,spa
Hice la cena.,spa,spa
Le pica la cabeza.,spa,spa
Ayer pasé la noche en blanco y hoy estoy muy cansada.,spa,spa
Tom and Mary put down their books.,eng,spa
Todavía no me siento bien.,spa,spa
Food processors are convenient for slicing vegetables.,eng,spa
Tom knows how painful a sprained ankle can be.,eng,spa
My brother is big enough to travel alone.,eng,spa
Se me perdió el monedero.,spa,spa
¿Cómo inhibir la multiplicación de células enfermas?,spa,spa
Tú tienes mi computador y lo quiero de vuelta.,spa,spa
Kansas está justo en el centro de los EE.UU.,spa,spa
¿Te puedo visitar algún día?,spa,spa
Hola por aquí.,spa,spa
We went to Korea by plane.,eng,spa
Tom vanished into thin air.,eng,spa
Algunos perros son muy listos.,spa,spa
Era muy rápido.,spa,eng
Temo que estaré atrapado aquí para siempre.,spa,spa
Do you know where Tom bought his new computer?,eng,spa
Dame todos los detalles.,spa,spa
¿Y si te dijera que de veras quiero ser profesor?,spa,spa
Ella hoy se encuentra mucho mejor.,spa,spa
She said she wanted to talk to you.,eng,spa
Do you think Tom is difficult to get along with?,eng,eng
Él regresará de Singapur en enero del año entrante.,spa,spa
Stop making fun of me.,eng,eng
Se ha ido de Japón para siempre.,spa,spa
No hay cura para las pesadillas.,spa,spa
El problema se sale del marco de mis competencias.,spa,spa
¿Podemos ir de la mano?,spa,eng
I like that video game. And only that video game.,eng,eng
¿Cree usted que podré pasarlo?,spa,eng
"Thank you for fucking up this planet. Sincerely, the rest of us.",eng,spa
The sacred ritual took place after being postponed twice.,eng,eng
I like the color of this shirt.,eng,spa
Yo no soy tu criado.,spa,spa
Cantemos y bailemos.,spa,spa
Mi nombre es conocido por todos en nuestra ciudad.,spa,spa
I am learning Japanese to play mahjong in Japan.,eng,spa
Lo tomaré en cuenta.,spa,spa
Would you like to take a stroll around the park with me?,eng,eng
I believe more in diet than in drugs.,eng,spa
Aunque el campo magnético de la Tierra es muy débil.,spa,spa
Comí arroz frito y bebí algo de cerveza.,spa,spa
¿Va a ser posible ver Venus esta noche?,spa,eng
¿Puede alguien atender esa llamada?,spa,spa
I want to teach history when I grow up.,eng,eng
Puedes ir por el camino que quieras.,spa,spa
Comemos arroz.,spa,spa
The more the better.,eng,spa
Lead us from falsehood to truth.,eng,spa
Vamos en carro.,spa,spa
I strongly advise against it.,eng,eng
Tom había estado en el lugar equivocado en el momento equivocado.,spa,eng
Mis zapatillas deportivas huelen asquerosas.,spa,spa
"What star is closest to the Earth? ""Isn't it Alpha Centauri?"" ""No! It's the sun!""",eng,spa
Usualmente tengo que cambiarme las pilchas dos o tres veces por día durante el caluroso verano en Nagoya.,spa,spa
La primavera es la estación más agradable del año.,spa,eng
Why did you choose me?,eng,eng
Ayer llevaba puesto un sombrero porque hacía mucho frío.,spa,spa
Tom regresó a Australia.,spa,spa
I know that Tom doesn't know why I kept doing that.,eng,spa
La nieve impidió que llegáramos a tiempo.,spa,eng
Does Emily have a dictionary?,eng,spa
This camera belongs to me.,eng,eng
I've just received some delightful news.,eng,spa
Esta tía es ciertamente rechoncha.,spa,spa
Tom siempre se acuesta a las 22:00.,spa,eng
You have a decision to make.,eng,spa
Tom and Mary were very candid in their interview.,eng,spa
I think Tom didn't see me yesterday.,eng,spa
Tom was sitting three tables away from us.,eng,spa
"El ascensor está estropeado. Por favor, utilicen las escaleras.",spa,spa
Promise me you won't tell Tom.,eng,eng
Thousands of people lost their jobs.,eng,spa
Ve y habla con mi compañero.,spa,spa
I didn't mind helping you do the dishes.,eng,spa
¿Has jugado alguna vez al golf?,spa,eng
Tom spent a lot of time talking with Mary.,eng,spa
No puedo ir porque estoy ocupado.,spa,spa
I'll stay with my uncle in Australia.,eng,spa
Puedes ver la televisión después de cenar.,spa,spa
Tom told Mary that he needed more time to do that.,eng,spa
Creo que es algo bueno porque nos mantiene con los pies en el suelo.,spa,eng
I wanted to go back to your village.,eng,spa
I finally was able to do it.,eng,eng
Nos presentó una idea interesante.,spa,spa
I know Tom didn't know that I didn't want to do that.,eng,spa
I wasn't able to talk Tom out of doing that.,eng,spa
¿Alguna vez te has roto un hueso?,spa,eng
Tom thinks that that's ridiculous.,eng,spa
I bought this TV from Tom.,eng,eng
I haven't lost my mind.,eng,spa
También hay señales para bicicletas.,spa,spa
El muchacho que toca la guitarra es mi hermano.,spa,spa
She had her tooth pulled.,eng,spa
Tom tried to reassure her.,eng,spa
That's my mom's idea!,eng,eng
Tom's family liked it in Boston.,eng,spa
Se ha hecho tarde.,spa,spa
Tom se lava las manos todo el tiempo.,spa,eng
Ayer le robaron el bolso.,spa,eng
Go ahead and write your letter. I'll wait.,eng,spa
He stomped his foot angrily.,eng,spa
Tom said that his parents are divorced.,eng,spa
We're even.,eng,spa
"No te comas eso, está vencido.",spa,eng
Después de haber caminado seis kilómetros se sintió agotado.,spa,spa
I appreciate everything you've done for us.,eng,spa
Ella se vistió para la fiesta.,spa,spa
El café se servirá después de la comida.,spa,spa
They are advertising for a cook.,eng,eng
I have two daughters.,eng,spa
Good speech will break the bones of a ghost.,eng,spa
No fue una victoria completa.,spa,spa
"Por cierto, ¿de dónde eres?",spa,spa
They said that they felt no pressure.,eng,spa
Layla has a guy that she's talking to at school.,eng,eng
"¿Cómo se dice ""manzana"" en su idioma?",spa,eng
El jurado está todavía deliberando.,spa,spa
Tom told Mary that she should quit pretending to be afraid.,eng,spa
"You're not going to wear that, are you?",eng,spa
Tom wanted to expand his business.,eng,spa
Ella vivió muchos años.,spa,spa
She told me that she was done.,eng,spa
She uploaded a video.,eng,eng
Let's not ease up now.,eng,spa
¿Qué sentido tiene que yo mienta?,spa,spa
Lo lamentarás mucho.,spa,eng
"Tom acted happy, but deep inside he was sad.",eng,spa
Le está doliendo la mano.,spa,spa
Pienso que va a llover.,spa,spa
This is the first time I've invited Mary.,eng,spa
Él es adicto a la comida chatarra.,spa,spa
How many years have you already spent doing that?,eng,eng
Trump polarizes politics in the United States.,eng,spa
Tom no ha visto el vídeo todavía.,spa,spa
"Tengo una pluma, pero me gustaría tener otra.",spa,spa
Todos los muchachos estaban bailando.,spa,spa
Ellos parecen de poca confianza.,spa,spa
El sol estaba tapado por un manto de nubes.,spa,spa
The surrounding area was very quiet.,eng,spa
I'm glad you're home.,eng,eng
I don't think Tom knows what time it is.,eng,spa
Daba muestras de gran emoción.,spa,spa
Mi oficina está en el quinto piso.,spa,eng
El presidente no quiso responder las preguntas delicadas.,spa,spa
We only accept cash payment.,eng,spa
Tom told the judge that he was innocent.,eng,spa
Soy bueno jugando al fútbol.,spa,eng
Tom said that he wanted to quit the band.,eng,spa
What was the announcement just now?,eng,spa
¿Has visto alguna vez a una araña tejer su tela de araña?,spa,spa
"Eres mi abogado, te he contratado para que me defiendas, no para que me juzgues.",spa,spa
No puedo tragar estas pastillas sin un vaso de agua.,spa,spa
"La monarquía francesa parecía invencible; no obstante, fue derribada.",spa,spa
I need to go milk the cows.,eng,spa
No conocía tu plan.,spa,spa
No hables demasiado alto o la despertarás.,spa,spa
He told Mary.,eng,spa
Ya era de noche cuando llegué a casa.,spa,spa
¿Qué le gusta hacer?,spa,spa
Tengo poco apetito.,spa,eng
"Cuando la vida te presente razones para llorar, demuéstrale que tienes mil y una razones para reír.",spa,spa
Tom and Mary are a lot different now.,eng,spa
This is sharp.,eng,eng
I couldn't understand a word.,eng,spa
Mi profesor me guió en la elección de mi carrera.,spa,spa
Vine en cuanto se me solicitó.,spa,spa
Tom is going for broke.,eng,spa
El joven es bastante adecuado para el puesto.,spa,eng
"Él está lejos de ser pobre, de hecho él tiene mucho dinero.",spa,spa
Soy flaca.,spa,eng
Este libro de texto está escrito en inglés sencillo.,spa,eng
I only speak a little Vietnamese.,eng,spa
He reread the poem.,eng,eng
Un cerezo crecía en el jardín.,spa,spa
El huevo es uno de los alimentos que contienen más proteínas.,spa,spa
Él apenas trabaja.,spa,spa
Nunca dejó escapar una ocasión de visitar el museo.,spa,eng
Necesito uno más.,spa,spa
Tom was one of my best friends in high school.,eng,eng
Él sintió el aliciente de la aventura.,spa,spa
Diga sus razones.,spa,spa
Tu reflexión sobre el asunto no es acertada.,spa,spa
Tom quiere respuestas.,spa,spa
You're a better dancer than Tom.,eng,eng
He started packing his backpack.,eng,eng
The United States faced a Bubonic plague epidemic at the beginning of the twentieth century.,eng,spa
I can't understand why they're such good friends. They have hardly anything in common.,eng,spa
No entienden por qué Mary se enfadó con ustedes.,spa,spa
Es fácil responder a tu pregunta.,spa,spa
Why did you disobey my order?,eng,spa
Tu coche está ahí.,spa,spa
Quiero un vaso de cerveza.,spa,spa
Yesterday a truck hit this wall.,eng,spa
Está lloviendo fuerte; mejor que desenchufe la computadora.,spa,spa
I began to run.,eng,spa
Tom me ha contado muchas cosas sobre ti.,spa,eng
Did you kidnap them?,eng,eng
"¡Dios mío, qué destino!",spa,eng
El perro no se comió la carne.,spa,spa
Él se relaja cuando toca la guitarra.,spa,spa
Siempre mantén tu área de trabajo ordenada.,spa,spa
Él es tan ingenuo que me cautiva.,spa,eng
Tengo que dar de comer a mi gato.,spa,eng
I didn't explain it very well.,eng,spa
Considero que los que se dedican a investigar a quién entregarle el Premio Nobel de la Paz en muchos casos fueron totalmente incompetentes.,spa,spa
Las bromas de mal gusto pueden tener consecuencias serias.,spa,spa
Asociamos a Darwin con la teoría de la evolución.,spa,spa
Mary has everything she wants.,eng,spa
Hoy es día lluvioso.,spa,eng
Tom and Mary wouldn't tell me who gave them those binoculars.,eng,spa
They bargained additional rations of bread and milk.,eng,spa
No me llega el dinero.,spa,spa
Tom and Mary live in the house where they were born.,eng,spa
¿Usted cree que lo condenarán?,spa,spa
I can do something about that.,eng,spa
Te comportas como un niño y me aburres con tus preguntas.,spa,spa
"The Paris syndrome is a type of culture shock. It's a psychiatric term used to describe foreigners who start living in Paris, drawn to the image of the city as a center of fashion, don't adapt well to the local customs and culture, lose their mental balance and exhibit symptoms close to depression.",eng,spa
This is the first time I've ever shot with a rifle.,eng,eng
Dicen que Mike está en la cama enfermo.,spa,eng
I knew Tom was afraid.,eng,spa
Ella está enamorada de Tom.,spa,eng
La salud es una condición indispensable para la felicidad.,spa,spa
Estoy en el balcón.,spa,spa
Shortly after they had gone to bed they were suddenly alarmed by a fearful crash in the hall.,eng,eng
No te esfuerces de más.,spa,spa
Hoy estoy muy triste.,spa,spa
Sus clases son terriblemente aburridas.,spa,spa
Tom llenó el balde con agua fría.,spa,spa
"She was a tall, slender blonde.",eng,spa
We could see enemy ships on the horizon.,eng,spa
I had a lot of fun last weekend.,eng,spa
Tom takes very good care of his car.,eng,spa
I hope Tom and Mary were listening.,eng,spa
¿Quieren ir a una fiesta?,spa,eng
"En invierno, con gusto nos quedamos en casa.",spa,spa
I do not think of you.,eng,spa
Tom and Mary said they didn't like chocolate ice cream.,eng,eng
No one is asking you to eat that.,eng,spa
Never mind all that.,eng,spa
¿Cuánto tiempo lleva esto estando allí?,spa,spa
"Aunque él lo dice, ella lo hará.",spa,spa
Just because Tom said he had never met Mary doesn't mean it's true.,eng,spa
El verde es el color de la esperanza.,spa,spa
"Ah, mother mine! he chides her, as she flies, / ""art thou, then, also cruel? Wherefore cheat / thy son so oft with images and lies? / Why may I not clasp hands, and talk without disguise?""",eng,spa
Critics are just crying wolf about protectionism.,eng,eng
He reached across the table and shook my hand.,eng,spa
Normalmente tomo un desayuno ligero.,spa,spa
Will it make a difference?,eng,eng
Tom says he knows Mary won't be at the meeting on Monday.,eng,spa
Me dijo que me odiaba pero que necesitaba mi ayuda.,spa,spa
Do you really think Tom and Mary were impressed?,eng,spa
Nosotros tenemos un elevador en nuestra nueva casa.,spa,spa
Tom said that he wanted to see Mary win.,eng,spa
"During the Industrial Revolution, people worked 16 hours non-stop.",eng,eng
El doctor le aconsejó a mi padre que dejara de fumar.,spa,spa
A ver si te aparecés por casa un día de estos.,spa,spa
Las medias tobilleras son las que te llegan solamente hasta los tobillos.,spa,spa
El Sol se convertirá en una gigante roja en unos cinco mil millones de años.,spa,spa
I think that Tom will be absent.,eng,spa
Nos paseamos.,spa,spa
Tom could've come with me.,eng,eng
No quiero morir aquí.,spa,spa
New indirect taxes were imposed on spirits.,eng,spa
Coloca el libro en su lugar anterior.,spa,spa
Juca calentó su almuerzo en el microondas.,spa,spa
¿Cuál es el significado de esta palabra?,spa,spa
Quería hablarte de eso.,spa,eng
Hace bastante frío hoy.,spa,spa
Nunca he firmado un contrato social.,spa,eng
Somos varones.,spa,spa
¡Viejo cachondo!,spa,eng
Do not drink too much brandy!,eng,spa
I wasn't looking at you.,eng,spa
Mi hermano es ocho años mayor que yo.,spa,eng
Él dijo que estaba cansado.,spa,spa
It takes a wise man to discover a wise man.,eng,spa
"Escriba aquí, por favor.",spa,spa
Tom leaned down and kissed Mary.,eng,spa
Es arriesgado que entres solo en esa área.,spa,spa
Creo que deberíamos hablar con Tom.,spa,eng
She should be in jail.,eng,eng
Tom told me he enjoyed it.,eng,eng
Mejor váyanse a casa ya.,spa,spa
He committed his worst crime on me.,eng,eng
"Reino Unido sólo tiene de unido su nombre, y aparte de Inglaterra, todos los otros miembros se han ""unido"" a la fuerza.",spa,spa
Nada me obligaba a hacerlo.,spa,eng
Estamos aquí para protegerles.,spa,spa
Tom is in the garden.,eng,spa
"Compared to our house, his is a palace.",eng,eng
She may not have finished her homework.,eng,spa
Tom told me he'll join us later.,eng,spa
Tuvieron un debate sobre el matrimonio igualitario.,spa,eng
Tenés que ser más cuidadoso de ahora en adelante.,spa,spa
Complete the sentence.,eng,eng
Mary told me she needed space.,eng,eng
Tom was incredibly bored.,eng,spa
¿Vives en el desierto?,spa,eng
I forgot them.,eng,eng
He hecho un descubrimiento.,spa,eng
Please call in a doctor.,eng,spa
Sami doesn't remember his age.,eng,spa
Ésta es la tienda donde yo trabajaba.,spa,spa
Dan le preguntó al padre de Linda si podía salir con su hija.,spa,eng
Mine owners refused to negotiate.,eng,spa
Tom climbed the tree.,eng,spa
Who wants to kill you?,eng,spa
Tom dropped out of college and became a truck driver.,eng,spa
"Si mañana llueve, el partido de béisbol se aplazará.",spa,spa
Do you really want to eat now?,eng,spa
A la fiesta asistieron más de 100 personas.,spa,spa
¿Puedes oírme?,spa,eng
"Esta sala es mi dormitorio, y la otra es mi oficina.",spa,spa
I was confused.,eng,spa
Layla was working as a dispatcher.,eng,spa
I'm pleased with Tom's performance.,eng,eng
I got a B in arithmetic.,eng,eng
Tenemos que analizar eso.,spa,eng
Somebody's knocking at your door.,eng,spa
Sami was Layla's biographer.,eng,spa
I'm surprised that Tom gave Mary all the money she asked for.,eng,spa
Don't take it so hard.,eng,spa
You're the one I need now.,eng,spa
I'm sure she loves me.,eng,eng
Tom seldom goes out.,eng,spa
Se burlaron de mi idea.,spa,spa
Tom certainly has a temper.,eng,spa
Tu amigo Alberto acaba de postear una foto tuya de la fiesta de anoche.,spa,eng
"De repente, su cara estaba pálida.",spa,spa
Children filled the room.,eng,eng
"If you wish to be treated like an educated person, you have to become an educated person.",eng,spa
Es un arma.,spa,spa
Where did Tom park his car?,eng,spa
"Si no te das prisa, llegarás tarde al colegio.",spa,eng
"Thank you for coming, Tom.",eng,eng
"Si faltas a mi clase, te mato.",spa,eng
Tom no lo dejó claro.,spa,spa
School starts in September in Europe.,eng,eng
La película no fue lo que yo pensaba que era.,spa,spa
"He added that I should come to the party, too.",eng,eng
Mary puede cocinar de todo sin utilizar recetas.,spa,spa
He was stumped by the problem.,eng,eng
Tengo una casa en las montañas.,spa,spa
Durante las fiestas navideñas no se podrá circular por el centro de la ciudad.,spa,spa
Tom was the one who told Mary where John lived.,eng,spa
Tom helps Mary whenever she asks him to.,eng,eng
Estará grogui durante otro par de horas hasta que se pasen los efectos del medicamento.,spa,eng
Debí agradecerte.,spa,spa
I need some money.,eng,spa
Its bark is worse than its bite.,eng,eng
"Por alguna de esas casualidades, ¿tiene una aspirina?",spa,spa
He can run 100 meters in less than twelve seconds.,eng,spa
Con un poco más de paciencia podrías haberlo logrado.,spa,spa
I was in an agony of discomfort.,eng,spa
Corrige mi ortografía si es incorrecta.,spa,spa
"El ""Groschen"" fue una unidad monetaria alemana.",spa,spa
No debes abrir la puerta.,spa,spa
That is an adjective.,eng,eng
Pido disculpas por haberte molestado así.,spa,spa
I still don't know what I should do.,eng,spa
Mañana tengo curso muy temprano.,spa,spa
Esas son tus opciones.,spa,spa
La cogió del pelo.,spa,eng
I can get a doctor for you.,eng,spa
Ningún lado está libre de culpa.,spa,eng
"As the demand increases, prices go up.",eng,eng
This is offensive.,eng,eng
Let's wrap things up.,eng,eng
I'm studying English.,eng,spa
But how does this story end?,eng,spa
¿Esta es la ciudad en la que nació Mika?,spa,eng
El Banco Kyowa y el Banco Saitama surgieron del Banco Asahi hace diez años.,spa,spa
He denied knowing anything about it.,eng,eng
La muchacha leyendo un libro es Kate.,spa,spa
Hoy viernes iré a cenar con mi esposa.,spa,eng
Sami met Farid in jail.,eng,eng
I thought that you said that you worked with Tom.,eng,eng
Es muy difícil.,spa,eng
They thanked God.,eng,spa
"Él no es vago. Al contrario, creo que él es muy esforzado.",spa,spa
He said he walked home yesterday.,eng,spa
Anyone who believes that what is written in a holy book is true even if the evidence is against it is dangerous. Christianity used to be the most dangerous religion. Now Islam is.,eng,spa
Es demasiado caro para mí.,spa,spa
I was naughty.,eng,spa
"The King's son, who was told that a great princess, whom nobody knew, had come, ran out to receive her.",eng,spa
Mejor tarde que nunca.,spa,spa
Él la engañó.,spa,spa
There are some things that people like to avoid discussing.,eng,spa
Sami doesn't talk to Layla.,eng,spa
A la mujer le gusta jugar al tenis.,spa,spa
Se te olvidó borrar tu nombre.,spa,spa
"Go straight down the road, and when you pass the traffic light you're there.",eng,spa
No escucho a nadie.,spa,spa
Sami realized that something was wrong.,eng,spa
Juan tiene una escuela especializada en adiestramiento canino.,spa,eng
Seguí tu sugerencia.,spa,eng
Sami told Layla she had bad breath.,eng,spa
My mother is eccentric.,eng,eng
The tragic mistake affected many people.,eng,eng
I have decided to carry on the work.,eng,spa
Te daremos todo lo que quieras.,spa,spa
La mujer de negro parece estar de luto.,spa,eng
I wonder if Tom knows Mary needs to do that before noon.,eng,spa
"No, not me, you!",eng,eng
¿Qué temperatura hará mañana?,spa,spa
The boy is listening to music.,eng,eng
Tom and Mary thought they could do that if they had some help.,eng,eng
The girls amused themselves playing games.,eng,spa
Vi a un perro durmiendo.,spa,spa
Muchas personas tienen problemas para adoptar otras costumbres.,spa,spa
But why doesn't she shut up?,eng,eng
Yo estudié antes de la cena.,spa,spa
I don't usually get to my office until about nine-thirty.,eng,spa
Sami returned with help to finish the job.,eng,eng
¿Bromeas?,spa,spa
Me siento atraído por Mary.,spa,spa
Tom hizo muchas cosas estúpidas cuando era joven.,spa,eng
"The grumbling Brits have left for good. God bless the European Union, which will become stronger as a result of this.",eng,eng
Sami told Layla not to hang out with Farid.,eng,spa
"¿No tienes tarea para el hogar, jovencito?",spa,eng
"They also teach that, for great sins, they cannot receive forgiveness unless they confess to their leader.",eng,spa
Mi saldo es negativo.,spa,eng
Nadie sabe hacia dónde fue Tom.,spa,eng
We were in the Rio de Janeiro botanical gardens.,eng,spa
If you keep at it you will eventually succeed.,eng,spa
Ella comenzó a subir sola por la ladera tan pronto el sol ascendió por el pie de la montaña.,spa,spa
Montoya has a digital scale in the bathroom and uses it once a week to control his weight.,eng,spa
Tom grew up on this ranch.,eng,spa
La blanca nieve cubrió los rojos techos.,spa,eng
I poured myself another glass of orange juice.,eng,eng
¡No entres! Estoy desnudo.,spa,spa
I am playing guitar.,eng,spa
Quiero eso para luego.,spa,eng
This politician is suspected of having connections to organized crime.,eng,eng
Busca la ciudad en el mapa.,spa,eng
"Si uno toca buena música, la gente no escucha y si uno toca mala música la gente no habla.",spa,spa
No pudo ir a la fiesta porque estaba enfermo.,spa,eng
Don't vilify me!,eng,eng
I was hoping Tom would do that for us.,eng,spa
No tengo nada.,spa,spa
Tom is supposed to be here in thirty minutes.,eng,spa
Quiero ir hasta el fin del mundo con ella.,spa,spa
We did that just for fun.,eng,spa
Ya no es ningún niño.,spa,eng
¿No sabes hablar inglés?,spa,spa
Quiero hablar con tu tío.,spa,spa
Ojalá el gobierno respete nuestro acuerdo.,spa,spa
Su historia era demasiado tonta para que alguien la creyera.,spa,spa
I pretended that I didn't know Tom was rich.,eng,eng
Me das miedo.,spa,eng
"Every night when you say a prayer, say a prayer for daddy.",eng,spa
Muy pocos hombres gordos tienen narices largas.,spa,spa
¿Cuándo ocurrió la muerte de su padre?,spa,spa
I made him go.,eng,eng
"Farewell, Cuba.",eng,spa
¿Quién ha hecho esto?,spa,eng
Él le enseñó ruso a sus hijos.,spa,spa
Ellos hablaron de paises y tiempos lejanos.,spa,spa
En Hokkaido hacen caballos de paja.,spa,spa
