sentence,lang,predicted
"Sometimes I'm right, sometimes Tom is.",eng,eng
Todo el mundo está leyendo.,spa,eng
"When we arrived at the port, the wind subsided.",eng,spa
This problem affects us all.,eng,eng
Tenés que ser más cuidadoso de ahora en adelante.,spa,spa
Tom started playing the piano when he was thirteen years old.,eng,eng
Tom tuvo un mal sueño.,spa,eng
Es un historiador. Ahora está estudiando la estructura de la guerra.,spa,spa
Mary said she was amused.,eng,spa
El criminal no es Bob sino su hermano gemelo.,spa,eng
Those books that are in the box have all been read.,eng,spa
That hut's floor is of bamboo.,eng,eng
Please don't listen to her.,eng,eng
Odio los chistes verdes.,spa,spa
¿Te gustaría enseñarme a jugar al ajedrez?,spa,spa
We're rich.,eng,eng
"No sales feo en las fotos, eres así.",spa,eng
Tom seemed really impressed.,eng,spa
¿Te estás escondiendo de ella?,spa,spa
"Por favor, repare el auto.",spa,spa
¿Querís sopa?,spa,spa
One of us has to do it.,eng,spa
We want to keep improving it.,eng,spa
Tomás parecía sorprendido.,spa,spa
I strongly advise against it.,eng,spa
Conozco un buen lugar para que pasemos el feriado.,spa,spa
¿Hay escuela el sábado?,spa,eng
Puede besar a la novia.,spa,spa
Joy was mingled with sorrow.,eng,eng
¿Has oído de mi tío?,spa,eng
La reforma será gradualmente entre el 2013 y 2027.,spa,eng
Podemos continuar nuestra discusión en cualquier instancia.,spa,spa
Mary let me drive her car.,eng,eng
He read a most interesting novel yesterday.,eng,eng
No podemos hacerlo.,spa,eng
I remember seeing this before.,eng,eng
She burned herself.,eng,eng
They said that they isn't going ashore.,eng,eng
What has Tom been up to?,eng,spa
"Una vez que comiences, debes continuar.",spa,spa
Sospechaba que él me dejaría.,spa,spa
Where were you last spring?,eng,eng
I think Tom and Mary are prepared.,eng,spa
De eso nada.,spa,spa
Le dio algo de dinero.,spa,spa
Hello!,eng,spa
Sami bought Layla another dog.,eng,eng
¿Podrías calentar este plato?,spa,spa
I didn't show them anything.,eng,eng
La abandonó cuando se declaró en bancarrota.,spa,spa
Es muy lamentable que haya muerto tan joven.,spa,spa
He showed me the way to the station.,eng,spa
Tom pone sal en más o menos todo lo que come.,spa,eng
"At the foot of the mountain, the fields stretched far and wide and in these fields the cherry blossoms were in bloom, giving off a sweet scent.",eng,spa
Hay sangre en el agua.,spa,spa
No sabía qué ponerme y me puse feliz.,spa,eng
Mañana dan una fiesta.,spa,spa
¿Para quién lo haces?,spa,eng
I'll see her today.,eng,eng
Es mediodía. Los hombres están almorzando.,spa,spa
You should consider studying French.,eng,eng
Puede que éste no sea un diamante auténtico.,spa,spa
"Él tenía aptitudes científicas, pero ni siquiera lo sabía.",spa,eng
Tom showed Mary a picture of John.,eng,eng
Le han dicho que ya no tiene saldo.,spa,spa
"Somos solo hombres, no dioses.",spa,eng
"Incluso hoy en día, su teoría se mantiene prácticamente irrefutable.",spa,eng
Los pantanos se están llenando.,spa,spa
Did you tell Tom I was going to Boston?,eng,spa
El río corría lento y amenazador.,spa,spa
I thought Tom was in love with Mary.,eng,eng
"I hate to break the news, but I've found someone else.",eng,spa
Promise me you won't tell Tom.,eng,eng
No estoy segura de que pueda ayudarte.,spa,spa
We don't always agree.,eng,spa
De bien en mejor.,spa,eng
When are Tom and Mary arriving?,eng,eng
Quería que supieras cómo me siento.,spa,spa
Ella no necesitan dinero ahora.,spa,eng
Tom violently kicked the garbage can.,eng,spa
"Respira profundamente, por favor.",spa,eng
The accident happened two years ago.,eng,eng
Voy al cine todas las semanas.,spa,eng
Acabo de volver a la ciudad.,spa,spa
Tom has to be in Australia next Monday.,eng,eng
Let her get some rest.,eng,spa
No me sé muchos chistes.,spa,eng
Come over here. I'll rub your back.,eng,eng
I knew I could count on you.,eng,eng
You need to keep Tom from doing that again.,eng,spa
I pretended that I didn't know Tom was rich.,eng,eng
Learn a language for free.,eng,eng
"Desde esa distancia, el barco es similar a una isla.",spa,eng
Why are my students lazy?,eng,eng
Me llamo Ismael.,spa,eng
Vivir es un arte difícil.,spa,spa
Tenemos un día estresante por delante.,spa,spa
Has he ever snored?,eng,spa
I kind of figured that out.,eng,spa
Tom said that he's not hungry.,eng,eng
Tom wasn't moving.,eng,eng
Tom told me that he thought Mary was uncomfortable.,eng,eng
"Tom is quite persuasive, isn't he?",eng,eng
I'm sure Tom would've told me if he'd known.,eng,eng
Tom wishes to speak with you.,eng,eng
I'm a long way from home.,eng,eng
That strike lasted three months.,eng,eng
Tom said he didn't think actually happened.,eng,spa
¿Cuánto demora el ómnibus del aeropuerto en llegar al aeropuerto?,spa,spa
Los vehículos económicos te ahorran dinero.,spa,spa
That was an exciting game.,eng,eng
El niño se acatarró.,spa,eng
She is not going to explain it to them.,eng,eng
"Who is younger, Tom or Mary?",eng,eng
Nos quedamos callados.,spa,eng
I told you I was coming.,eng,eng
¿Quién de ustedes puede prestarle mañana algo de dinero a su amiga?,spa,eng
¿Qué cosa se obtiene cruzando una anguila con un pepino?,spa,spa
Tom and Mary are looking forward to your coming.,eng,eng
"Si querés que vaya, voy.",spa,eng
I felt guilty.,eng,eng
Tengo una vecina egipcia.,spa,spa
I'll listen to anything you have to say.,eng,eng
Tom never said that.,eng,spa
Tom sencillamente se paró ahí y veía como María se miraba fijamente al espejo.,spa,eng
We came to the conclusion that he had been right.,eng,eng
I just stole something from Tom.,eng,eng
Debería estar arrepentido por haberlo hecho.,spa,eng
Esta es una gran teoría.,spa,spa
Él hizo la sopa mezclando un poco de carne y un poco de arroz.,spa,eng
Sami knew he was doing something wrong.,eng,eng
What are the differences between African and Asian elephants?,eng,spa
El deporte es bueno para tu salud.,spa,spa
Este corte que tengo en la boca no me permite comer ananá.,spa,spa
Tom quería que Mary supiera que él no la odiaba.,spa,eng
"Esta flor es bonita, ¿no?",spa,spa
I cannot dispense with a coat in winter.,eng,spa
Mi sueño es ser profesor.,spa,eng
¡Qué hermoso lugar!,spa,eng
Tus gafas están encima de la mesita.,spa,spa
They took their places at the table.,eng,eng
"El problema es conocido de todos, pero nadie habla de ello.",spa,eng
Ese hombre está muy bronceado.,spa,spa
I've been looking for my tripod.,eng,spa
Tom asked if I needed a taxi.,eng,eng
We spent hours looking for it.,eng,eng
He is still sleeping.,eng,eng
El hombre se había convertido en un dipsomaníaco al no tener nada mejor que hacer que beber vino.,spa,eng
Tom admitió que lo que decía estaba mal.,spa,eng
They made up their minds to do that.,eng,spa
I'm fairly certain we're being watched.,eng,spa
"Si dos hombres tienen siempre la misma opinión, uno de ellos es inútil.",spa,eng
Tom hastily packed his suitcase.,eng,spa
Tom lo averiguará tarde o temprano.,spa,spa
¿Qué pasó contigo y Tom?,spa,eng
That's one of my concerns.,eng,eng
Mamá le dio un anillo a la niña.,spa,spa
Go ahead and write your letter. I'll wait.,eng,eng
Estás en mi corazón.,spa,eng
"Si podría, lo haría.",spa,eng
Tengo un ligero dolor en mi costado.,spa,spa
Es un muchacho muy alocado.,spa,eng
Do you guys want to go with me?,eng,eng
"Si realmente le gustase, me llamaría más a menudo.",spa,spa
Tom tried to prevent Mary from joining the army.,eng,eng
I didn't think that Tom would be asleep.,eng,spa
I fell asleep on top of Sami.,eng,eng
Will you tell me how to get to Shinjuku?,eng,spa
No puedo soportar ese calor.,spa,eng
Vi una sombra moverse detrás de ese árbol.,spa,eng
I haven't spoken to Tom about that.,eng,spa
Casi obtuve puntuación perfecta.,spa,spa
Mañana tenemos que levantarnos temprano.,spa,spa
Tienes un buen gusto musical.,spa,spa
Tom believed that he could win.,eng,eng
Would you tell him I'm ready?,eng,eng
Tom is excited to get started.,eng,spa
"Eso te hace feliz, ¿no?",spa,eng
¿A qué hora llegarás a Tokio?,spa,spa
Sami got his price estimate.,eng,spa
Tom may never walk again.,eng,spa
How many rooms are there in this hotel?,eng,spa
Teníamos un acuerdo. Lo rompiste.,spa,spa
"La gran inmencionable maldad en el centro de toda cultura es el monoteísmo. Desde el texto de la barbárica Edad de Bronce conocido como el Viejo Testamento; tres religiones antihumanas han evolucionado: Judaísmo, Cristianismo e Islam. Estas son religiones de un dios en el cielo. Ellas son; literalmente, patriarcales. Dios es el Padre omnipotente en consecuencia el desprecio hacia las mujeres durante dos mil años en aquellos países afligidos por el dios en el cielo y sus terrenales delegados machos.",spa,eng
¿Por qué no vamos juntos a alguna parte?,spa,spa
¿Quién es usted? Supongo que usted no es de por aquí.,spa,spa
Ningún hombre escapa a la muerte.,spa,spa
"Every politician must be responsive to complaints from the public, or he or she will become inflexible and make disastrous decisions.",eng,eng
Jamal? What is he doing here?,eng,spa
¿Cuánto tiempo estuviste ocupada?,spa,spa
Cada nivel tiene usos distintos.,spa,eng
I'm so impatient to see her.,eng,eng
Tom is about as tall as me.,eng,eng
Layla was wearing a hijab.,eng,eng
Casi no podía trabajar.,spa,eng
Los romanos trataron de civilizar a los antiguos bretones.,spa,eng
He was my math teacher.,eng,spa
Where is the ship now?,eng,eng
We're booked for the whole month on Broadway.,eng,eng
They reneged on the agreement.,eng,spa
Tom appears to be losing.,eng,eng
Querer protegerme de mí mismo es casi tan ingenioso como querer salvar a un pez de ahogarse.,spa,eng
Los hemos contado todos.,spa,eng
Tom is going to eventually be able to do that.,eng,spa
You're the only one who won't be at the meeting tomorrow.,eng,eng
Casi nunca oigo la radio.,spa,spa
I like this answer.,eng,eng
Ella come con su padre una vez al mes.,spa,eng
That doesn't scare me in the least.,eng,spa
¿Cuántos escalones tiene esta escalera?,spa,spa
Déjame hacer mi trabajo.,spa,eng
¿Por qué lo vendiste?,spa,spa
¿Querés saber?,spa,eng
I was happy to see Tom.,eng,eng
"A diferencia de ""comadreja"", el antepasado proto-germánico de la palabra 'armiño' no se ha establecido.",spa,spa
He ahí la oferta.,spa,spa
Tom put fifty dollars on an odds-on favourite.,eng,spa
El plan se está discutiendo.,spa,spa
Tom es generoso con su dinero.,spa,spa
¿Dónde está la estación de ferrocarril?,spa,spa
Nos dimos un baño de lodo.,spa,eng
Yo sentí exactamente lo mismo.,spa,eng
"Tom is quite patient, isn't he?",eng,eng
El corresponsal de BBC le recordó al presidente sirio el escenario actual de su país.,spa,eng
Era mi mejor amiga en el instituto.,spa,spa
Tu reflexión sobre el asunto no es acertada.,spa,spa
Vandals wreaked havoc in the abandoned house.,eng,eng
I remember hearing about him.,eng,eng
They are advertising for a cook.,eng,eng
El país es rico en recursos naturales.,spa,spa
"Quien sea que haya hecho el último comentario, por favor váyase ahora.",spa,eng
Sami never did that to Layla.,eng,eng
¡Azotadle hasta que lo reconozca!,spa,eng
Debes ajustarte a las reglas.,spa,eng
I asked if I really needed to do that.,eng,spa
Tom said that he thought he might not be allowed to do that by himself.,eng,eng
Tom realized something was wrong.,eng,eng
¿Te puedo visitar algún día?,spa,spa
Ella no quería dejarle entrar.,spa,spa
"You're wearing eyeliner, aren't you?",eng,eng
Él nos mostró algunas fotos.,spa,eng
How do I know I'm not the only person who experiences consciousness?,eng,eng
"Tom is a third-year student, isn't he?",eng,eng
Mary swore she'd never do that.,eng,spa
I don't make enough money to support my family.,eng,eng
Tom likes to play poker with his friends.,eng,eng
I was starting to lose hope.,eng,spa
Traza un círculo.,spa,eng
Tienes una tos muy fea.,spa,eng
Tom said that he was enjoying himself.,eng,eng
Completa la frase.,spa,eng
May I borrow a pen?,eng,spa
"Tom has a car, doesn't he?",eng,spa
Didn't you know that before?,eng,eng
He'll freeze to death out here.,eng,spa
Solo quiero ayudar.,spa,eng
Quiero hablar con vos.,spa,eng
Can he play the guitar?,eng,spa
No surgirá ese problema.,spa,eng
Tom wants to help.,eng,spa
Tom habla un Japonés fluido.,spa,eng
Sami and Layla are very conscious of this.,eng,eng
Él estaba interesado fundamentalmente en el origen del universo y la evolución.,spa,eng
Eso es porque a ellos no les importa.,spa,spa
"The job is interesting, but not always easy.",eng,eng
¿Fue iniciada a la secta?,spa,spa
¿Ves mi flor?,spa,eng
Vamos a volar por los aires este lugar.,spa,eng
"Mary is a beginner, but she catches on fast.",eng,eng
"Tom is bossy, but Mary isn't.",eng,eng
Ahórrate la saliva.,spa,spa
¿Hiciste tu trabajo?,spa,eng
Esta no es la primera vez que añado una frase.,spa,eng
Él huyó con otra mujer.,spa,eng
Tom was here on the evening of the 20th.,eng,eng
Tom no quiere nuestra ayuda.,spa,eng
I don't generally go out of the house to want to see other people.,eng,spa
Raros son los verdaderos amigos.,spa,eng
Tell Tom to do the same.,eng,eng
The chance of rain is low.,eng,eng
Tengo mi manera de resolverlo.,spa,eng
You're on television.,eng,spa
¡No tragues todo tan rápido!,spa,eng
Fadil became the fifth man to divorce Layla.,eng,eng
"If the people knew by what small men they are ruled, they would soon rebel.",eng,eng
One should treat his teachers with respect.,eng,spa
La guardia real lleva uniformes vistosos.,spa,eng
Adopting the new policy was the best thing this company ever did.,eng,spa
I suspect that Tom and Mary were surprised when John walked into the room.,eng,eng
"If you wish to be treated like an educated person, you have to become an educated person.",eng,spa
She opened her backpack.,eng,spa
Tengo la sensación de que a Tom no le gusta tanto Mary.,spa,eng
"When she was in kindergarten, all the boys used to call her ""princess"".",eng,spa
Creo que tenéis razón.,spa,eng
I won't say another word.,eng,eng
Los domingos no voy a la escuela.,spa,spa
La situación política ha cambiado.,spa,eng
El recolector de residuos ya pasó.,spa,eng
Nos apetecía dar un paseo por la ribera.,spa,eng
"Me gustan las mujeres, me gusta el vino.",spa,eng
It looks like Tom is having a hard time doing that.,eng,spa
You must remove your shoes when you enter a Japanese house.,eng,eng
El presidente y su séquito fueron heridos.,spa,eng
Me siento atraído por Mary.,spa,eng
"Sleeping in a dumpster, huh? Al-Sayib asked. ""That must have been a smelly experience.""",eng,spa
I knew Tom was through doing that.,eng,spa
Why did you buy this car?,eng,eng
El problema era demasiado para mí.,spa,eng
Mary told me she had to stay home.,eng,eng
Le envié algo de dinero a Tom.,spa,eng
He intends to devote his life to curing the sick in India.,eng,spa
Mi hijo solo habla conmigo cuando necesita dinero.,spa,spa
I'm not your commanding officer.,eng,eng
You could have stayed in Boston.,eng,spa
The Ministry of Education increased the proportion of indigenous language usage in the schools.,eng,eng
I think that really surprised Tom.,eng,eng
Soy una persona.,spa,spa
I don't think that it would be wise to do that.,eng,spa
There were no more questions.,eng,eng
I know that Tom is a very quiet neighbor.,eng,eng
Intenté protegerte.,spa,spa
"I never really studied C++ beyond ""Hello, world!""",eng,spa
Guardiola ha firmado un contrato de tres meses con el Bayern Munich,spa,spa
Why did you bring them?,eng,eng
What is he famous for?,eng,eng
"Si es condenado, tendrá que pagar una multa.",spa,spa
I don't think it's safe to go out in this kind of weather.,eng,eng
Mary cannot open the door.,eng,eng
¿Quién va a venir a Birmingham a vernos?,spa,eng
Tom enjoyed doing that.,eng,spa
Siempre llega a tiempo a una cita.,spa,spa
El perro había muerto.,spa,spa
"This computer is excellent, but it cost me a fortune.",eng,spa
¿De verdad? ¿Tienes un escritor favorito que siempre lees?,spa,spa
Había olvidado que Tom habla francés.,spa,eng
If only I had taken your advice.,eng,spa
Hice los deberes después de cenar.,spa,spa
¿Por qué se oculta?,spa,spa
He doesn't really care about me.,eng,eng
We must give in in some extent if we want to get to an agreement.,eng,spa
Están trabajando.,spa,spa
Feel this.,eng,eng
It made Tom sad.,eng,eng
I've got no secrets from her.,eng,eng
Mine owners refused to negotiate.,eng,spa
He knows how to interrogate people.,eng,spa
Tom graduated from college last year.,eng,eng
"Todo se acabó, estás solo, y vas a la muerte derecho como un iceberg que se desprende del polvo, cae la noche buscando su corazón en el océano.",spa,spa
Tom and Mary did everything they could to stop John from doing that.,eng,spa
Tom's enjoyment of his first visit to Europe was enhanced by his ready grasp of languages.,eng,eng
Tom realmente se la pasó bien.,spa,eng
Tom said Mary probably wouldn't do that.,eng,spa
Tracé un dibujo a mano alzada.,spa,spa
Didn't you know Tom used to work in Boston?,eng,spa
"I know that I shouldn't have asked Tom to do that, but I did.",eng,spa
Todas sus obras fueron publicadas por la misma editorial.,spa,spa
"When I arrived, the dispute had reached its boiling point.",eng,spa
I thought that it would be better.,eng,spa
"Era una chica tímida, hablaba tan bajo que pocos la oían.",spa,spa
"The food wasn't good, but at least it was cheap.",eng,spa
Tom wanted me to ask Mary if she liked him.,eng,eng
El agua no está limpia.,spa,spa
Así es como él me sonrió.,spa,eng
God's will is unquestionable.,eng,eng
No encuentro mis lentes. Puede que los haya dejado en el tren.,spa,spa
"Esta familia ha perdido la razón de vivir, pero ha conservado las buenas costumbres.",spa,eng
I didn't think that Tom would be willing to help us do that.,eng,spa
People were anxious for news of missing relatives.,eng,spa
I wonder whether or not Tom knows that Mary.,eng,eng
Se te pasará.,spa,eng
Vendré contigo.,spa,eng
No estaba muy seguro de sí mismo.,spa,eng
Muchos mineros temen que la mina se cierre dentro de poco.,spa,eng
I'm genuinely concerned with Tom's health.,eng,eng
El departamento legal no cambiará de ubicación.,spa,eng
My father finally compromised.,eng,spa
You will learn a lot here.,eng,spa
She told me she did that.,eng,spa
La salud es un requisito importante para el éxito.,spa,eng
How did you do that so quickly?,eng,eng
Hoy cumplo veinticinco años.,spa,eng
Sami paid Layla to do this.,eng,eng
"Le echo mucho de menos, pero tengo que seguir con mi vida.",spa,spa
La nueva medicina le salvó la vida.,spa,spa
I'll try to find out when we're supposed to be there.,eng,spa
Sami was packing his bag.,eng,eng
Yo engañé a mi esposo.,spa,eng
Here they come.,eng,eng
¿Has apagado alguna vez el calefactor en invierno?,spa,spa
No quiero vivir por siempre.,spa,spa
He had various experiences.,eng,spa
How foolish I was not to discover that simple lie!,eng,spa
Deben de estar muertos.,spa,eng
Mary says she knows Tom won't do that.,eng,spa
¿De qué color es el mar?,spa,eng
"La amo, pero ella está enamorada de otro.",spa,eng
¡Cuidado!,spa,spa
Layla has a guy that she's talking to at school.,eng,eng
I'll phone you.,eng,eng
Soy intranquilo.,spa,spa
¿Por qué está haciendo esto?,spa,spa
Tom put Mary's present in a bag with pictures of cute penguins on it.,eng,spa
Se sentaron en un banco del parque.,spa,spa
La tormenta me impidió el salir a dar un paseo.,spa,eng
Cuéntanos todo lo que sabes.,spa,eng
¿Todavía estás enamorada de Tom?,spa,eng
His dog is his good companion.,eng,spa
¿Has visto a mi hijo?,spa,eng
I don't think that Tom is going to need our help.,eng,spa
Tom doesn't know why Mary and John don't like each other.,eng,eng
We love each other dearly.,eng,eng
I thought you were going to be at the party last night.,eng,eng
Te he dicho eso porque puede que nos volvamos a ver.,spa,eng
"Ganemos o perdamos, no guardaré ningún resentimiento.",spa,spa
I don't often come to Australia.,eng,spa
Tom no pensaba que necesitara un guardaespaldas.,spa,eng
Tom and I've known each other since 2013.,eng,eng
I think Tom and Mary are pretty good artists.,eng,eng
"When I pressed the button, the bell rang.",eng,eng
Marco no se atrevería a confesar y tampoco podía negarlo.,spa,eng
The number of people who die in traffic accidents is surprising.,eng,eng
Tom no tenía miedo.,spa,spa
Borra su nombre de la lista.,spa,spa
I'm not going to tell.,eng,spa
Papá me compró una bicicleta.,spa,spa
I don't know if she will come or not.,eng,spa
You should do that while you still can.,eng,spa
Mi cabeza está explotando.,spa,spa
I ran into Tom this afternoon in the supermarket.,eng,spa
No deberías permitir a tu hijo salirse siempre con la suya.,spa,eng
Do you feel happy?,eng,eng
Mary would do that if she had a lot of money.,eng,eng
Tom didn't realize Mary had left.,eng,eng
She's rather clueless.,eng,eng
Teach me how to make a salad.,eng,spa
No juegues en esta habitación.,spa,eng
Él está celoso de su talento.,spa,spa
¿Es él un amigo?,spa,eng
¿Cómo entraste a mi casa?,spa,spa
Sami doesn't want Layla swimming without her bathing cap.,eng,spa
"Sami, such a beautiful name.",eng,spa
No one wanted to be seen with me.,eng,eng
I used to be tired all the time.,eng,spa
Sami bought Layla hotdog cart.,eng,spa
Neither Esperanto nor Interlingua employ double negative.,eng,spa
Tom es capitán del equipo de fútbol y está en el equipo de béisbol también.,spa,spa
You made me lose.,eng,eng
Tom no le temía a la muerte.,spa,spa
Decidió dejar de fumar.,spa,eng
¿Tú comes ternera?,spa,spa
Debería relajarse un poco.,spa,eng
Sami already has a ride.,eng,spa
¿El libro es aburrido?,spa,spa
His mother is an English teacher.,eng,spa
Tom fue a la ciudad en autobús.,spa,eng
How many people named Tom do you know?,eng,eng
I don't feel like doing that tonight.,eng,eng
Tom le mandó unas flores a Mary.,spa,eng
Tengo un nuevo proyecto de traducción.,spa,spa
"Ven aquí cerca, Tom.",spa,eng
I was busy.,eng,eng
Mi perro come uvas.,spa,eng
They're watching.,eng,eng
Tom seguramente no habría tenido éxito sin tu ayuda.,spa,eng
Se tapó las orejas con ambas manos para no oír el ruido.,spa,spa
Tom se niega a comer sus vegetales.,spa,eng
Las tensiones entre Estados Unidos y Rusia van creciendo.,spa,spa
Ella lo volvió a explicar.,spa,spa
Él es uno de los estudiantes más populares de la clase.,spa,spa
I'll make sure Tom and Mary have everything they need.,eng,spa
"Gracias por venir, chicos. ¡Hasta la próxima clase!",spa,eng
Intenta que te vean.,spa,spa
Habla con Tom y comprueba lo que piensa sobre esto.,spa,eng
Cantaron en el micro durante todo el viaje.,spa,spa
Does your husband beat you?,eng,eng
¿Estás levantado?,spa,spa
Tom leaned down and kissed Mary.,eng,eng
It is already a little late for that.,eng,spa
"Sé que está en el departamento, pero no lo puedo encontrar.",spa,spa
This one's mine.,eng,spa
I couldn't have wished for a better gift this Christmas.,eng,eng
Los rayos tienen una enorme carga eléctrica.,spa,spa
Estudiamos francés cada día en la escuela.,spa,spa
Mi abuelo vino a América impulsado por la fiebre de oro.,spa,eng
I wonder if Tom and Mary are satisfied.,eng,spa
Tom admitted that he wears fake glasses because he wants to look smarter.,eng,spa
Tom did that for his brother.,eng,eng
Es tu turno.,spa,spa
Ella puede conocer los hechos.,spa,eng
¿Es un chiste o qué?,spa,spa
Me gustó ese cuaderno.,spa,spa
El alborozo la desbordaba mientras corría por la calle.,spa,spa
Nos vemos a diario.,spa,spa
Tom pensó que iba a disfrutar de la fiesta.,spa,spa
La población de esa isla vive de la pesca.,spa,spa
The most beautiful days of the year have already passed.,eng,spa
Sami was so ridiculous.,eng,eng
Él creía en la verdad.,spa,spa
Tom asked me who walked home with me last night.,eng,eng
You just screwed up.,eng,spa
Tom told me that he thought Mary was disgusting.,eng,eng
El desagüe no tiene tapa.,spa,spa
I got caught in a traffic jam on the expressway.,eng,eng
Él me dijo adónde ir.,spa,spa
Tom seems to enjoy teasing Mary.,eng,eng
I was just thinking about it.,eng,spa
Quiero algunos huevos frescos.,spa,eng
¿Sabes cómo arreglar este televisor?,spa,spa
"You know that Tom is the one who did that, don't you?",eng,eng
Soy camionera.,spa,spa
Pagué tres pesos por ese libro.,spa,eng
Yo sé dónde está ella.,spa,spa
¿Podés decirme que le pasó a Tomás?,spa,eng
El apellido de Tom era Jackson.,spa,spa
No insinúo nada.,spa,spa
¿Todavía quieres que te lleve al aeropuerto?,spa,spa
Tom doesn't let Mary watch TV after 10:00 p.m.,eng,eng
Tom doesn't think we can win.,eng,eng
He never visits us without bringing some presents for my children.,eng,spa
Tom and Mary said that they've been wanting to do that for a long time.,eng,eng
No voy a esperar para siempre.,spa,spa
No eleves tu voz más fuerte que un susurro.,spa,eng
Tom didn't have to come at all.,eng,eng
We're getting ready to do that.,eng,spa
Tengo una vida.,spa,spa
Esta era la silla de Tom.,spa,eng
It's not going anywhere.,eng,eng
¿Te gustó?,spa,eng
"Vinimos a trabajar, igual que ustedes.",spa,spa
Tom explained the rules to Mary in detail.,eng,spa
Tom went down the river in a canoe.,eng,spa
Las fresas realzan el sabor del champagne.,spa,spa
Tom told me that he didn't want to live in Australia.,eng,spa
Me gustaría confiar en vos.,spa,eng
Tom and Mary said they'd like to help.,eng,spa
Él puso su brazo alrededor de mi cintura.,spa,spa
Me puso la zancadilla.,spa,spa
"I love music, too.",eng,eng
"El avaro junta, los herederos gastan.",spa,spa
Tom dice que jamás ha intentado comer comida de perro.,spa,spa
Tom drives a Toyota.,eng,eng
We're not going to let that happen.,eng,spa
Me dijo que me odiaba pero que necesitaba mi ayuda.,spa,eng
¿Pueden ayudarnos?,spa,eng
Estoy con él.,spa,eng
Lo más rápido es que cojáis un taxi.,spa,eng
"In many African countries south of the Sahara, poverty exists.",eng,eng
¿Cree usted que podré pasarlo?,spa,spa
¿Te gusta ir al cine?,spa,spa
Las bromas de mal gusto pueden tener consecuencias serias.,spa,eng
Primero tengo que llamar a Jim.,spa,eng
Nuestra reja es de hierro.,spa,eng
¡Yo dije levántate!,spa,spa
Tom y Mary rememoraron sobre la noche en que se conocieron años atrás.,spa,eng
I should help you do that.,eng,spa
I don't think that Tom has to decide that today.,eng,eng
What happened in the park?,eng,spa
Yes or no?,eng,eng
Tom shouldn't lie to Mary.,eng,eng
Sami flipped the mattress.,eng,eng
You frightened Tom.,eng,eng
I have a grandson in Boston.,eng,spa
The surgeon removed the wrong organ.,eng,eng
Solo es una sombra de lo que era antes.,spa,spa
¡Si no me crees ve a verlo con tus propios ojos!,spa,eng
"De repente, su cara estaba pálida.",spa,spa
It was determined that the picking of one's nose is a completely normal act for adolescent boys.,eng,eng
Gracias por invitarme a la fiesta.,spa,spa
"Me preguntó si tenía experiencia en esa área, y le dije que no.",spa,spa
This method has its pros and cons.,eng,eng
Su enojo era auténtico.,spa,spa
Estoy en problemas.,spa,eng
An increasingly greater part of the population is not capable of fully utilizing the power of expression of the German language.,eng,spa
What use would this be to you?,eng,eng
Tom's funeral is on Monday.,eng,eng
I want to be at today's meeting.,eng,eng
Quítese los zapatos.,spa,eng
Tom is going to have your job.,eng,eng
Paul es tan puntual como un reloj.,spa,eng
Los domingos juego al tenis con Emi.,spa,eng
¿Puedo usar esto?,spa,spa
You're positively glowing.,eng,eng
Tom and Mary hoped they'd be able to win.,eng,eng
Él se levantó de madrugada para ir al baño.,spa,eng
I am learning Japanese to play mahjong in Japan.,eng,spa
Tom looks really familiar.,eng,eng
Esa actuación es incompatible con tu cargo.,spa,eng
I haven't seen Tom for weeks.,eng,eng
Are you sure that's what Tom and Mary were doing?,eng,eng
We probably should've talked about this before now.,eng,eng
Ellos cocinan.,spa,spa
"La próxima vez, manda la carta por correo certificado.",spa,spa
Le gusta escuchar la radio.,spa,spa
She does that sometimes.,eng,eng
"Somebody could've followed us, I suppose.",eng,eng
I know but I can't help it.,eng,spa
I don't manufacture your computers.,eng,eng
Ella se ve triste.,spa,spa
¿Cómo no se lo vas a decir?,spa,spa
Tom admitted that what Mary said was true.,eng,spa
How should it be done?,eng,spa
La carne apestaba.,spa,eng
Tratar de corregir a ese niño es machacar en hierro frío.,spa,eng
No he leído todos los libros.,spa,eng
Why should I care why Tom did that?,eng,spa
Estoy impaciente por ver la nueva versión de Tatoeba.,spa,eng
¿Cómo hizo eso Tom?,spa,eng
Se dice que los gatos pueden cambiar de forma.,spa,eng
¿Has desayunado esta mañana?,spa,spa
I have to clean my home.,eng,eng
La vida es muy corta.,spa,eng
Es astuto negociando.,spa,spa
Tom has a scar on his stomach.,eng,eng
"En la música, como en la retórica, una pausa es utilizada a menudo para crear un efecto dramático.",spa,eng
Yo no soy tu criado.,spa,spa
Kabyles speak the Berber language.,eng,spa
Tom es un chico tímido.,spa,eng
I don't speak to Tom.,eng,eng
A él le gusta mucho su escuela.,spa,spa
"Entre las atrocidades cometidas durante la guerra hubo asesinatos, violaciones y mutilaciones.",spa,spa
I pledged my loyalty to him.,eng,eng
She went to the cabinet of maps and unrolled one.,eng,spa
"With a little more wisdom, he would not have got in trouble.",eng,eng
Do everything at your own risk.,eng,eng
I don't think that I was disobedient.,eng,spa
You have a good sense of humor.,eng,eng
Recomencemos.,spa,eng
Tom descubrió que María estaba robando de la caja registradora.,spa,spa
Tom doesn't teach anymore.,eng,eng
I encouraged Mary to be herself.,eng,eng
¿Quieres tocarlo?,spa,spa
